ERR420386	ERR420387	ERR420388	ERR420389	ERR420390	ERR420391	ERR420392	ERR420393
9314	30	24	125	137	83	29	25	68
10880	0	0	0	0	0	0	0	0
10881	0	0	0	0	0	0	0	1
8518	835	427	535	543	500	398	794	491
54942	228	104	98	98	124	88	184	95
8727	130	79	258	234	315	58	118	318
23731	1970	1043	1259	1328	1455	1004	2005	1472
407036	0	0	1	2	0	1	0	2
23732	503	209	1	1	1	210	481	1
54566	640	311	779	814	965	349	602	902
5774	298	141	1058	1093	1159	129	332	1114
114299	767	395	669	640	765	395	724	719
445815	16	7	6	18	12	7	14	10
11217	0	3	24	14	0	2	0	1
401546	2	0	6	3	7	0	2	2
7295	509	404	564	635	439	421	531	446
255220	0	0	0	2	0	0	0	1
79987	183	87	521	545	628	86	193	590
4593	15	11	5	12	5	5	13	6
1902	1246	586	30	34	44	579	1193	45
100288449	1	3	0	0	1	2	1	0
26248	2	0	0	0	0	0	1	0
23392	2797	1242	1338	1401	1599	1283	2661	1659
158399	4284	1885	60	66	65	1913	4235	93
22949	396	158	2781	2940	2876	191	345	2930
652972	0	0	3	3	6	0	0	9
548645	80	46	410	413	489	52	78	497
552891	0	0	0	1	0	0	0	0
2790	1	10	4	3	1	7	0	0
158401	104	47	120	132	167	44	90	158
7357	264	154	298	278	319	144	266	307
64420	309	139	94	89	85	152	277	95
9991	642	382	845	925	989	397	640	948
84263	710	394	1562	1608	1801	428	653	1832
100507604	2	0	2	4	0	1	0	2
100133204	4	3	4	4	7	1	4	7
158405	84	56	93	96	88	55	82	85
58493	242	168	96	114	103	172	212	90
401548	1209	529	420	347	394	562	1148	415
57864	3	3	3	4	1	4	6	4
169834	135	62	3	3	3	62	153	6
7539	111	48	29	17	27	57	117	28
100128385	11	10	9	12	3	3	18	10
286333	5	6	4	5	5	3	7	2
1318	409	221	256	212	196	215	430	201
23307	320	239	409	407	354	226	312	389
1317	307	177	2687	2654	2543	160	248	2553
246184	54	43	56	49	40	42	37	42
9128	236	115	178	230	210	136	220	202
138065	0	0	1	1	0	0	0	0
100507626	0	0	0	0	0	0	0	0
114987	67	56	35	38	44	52	76	44
54836	11	9	6	9	4	9	11	6
100507643	1	1	0	1	0	1	1	1
81932	24	17	299	322	88	23	25	93
210	531	413	1763	1833	1159	414	497	1073
54107	283	188	222	299	225	204	255	200
257169	14	7	8	16	19	5	25	20
5998	57	123	306	326	79	111	45	54
114991	65	52	165	153	115	57	56	123
259	29	30	45604	45896	13310	19	24	13173
113220	7	7	184	173	27	8	6	24
85301	8	18	239	211	46	22	6	45
619556	0	0	1	0	0	0	0	0
5004	33	46	50148	51343	45924	23	27	44524
5005	2	3	4181	4292	5084	3	1	4897
80709	23	95	285	291	68	79	31	79
25861	19	73	16	19	2	81	19	0
9550	636	493	492	523	361	453	615	377
203197	505	374	144	138	106	349	534	108
100129633	20	12	1	0	0	14	12	0
100505478	2	0	0	1	0	1	2	0
9966	3	3	2	3	3	3	11	7
100505521	5	2	6	8	8	3	4	11
944	8	8	17	21	27	1	6	20
3371	309	316	68	77	58	292	287	67
50514	0	0	0	0	0	1	1	0
58483	0	0	0	0	0	0	0	0
5069	47	25	29	18	34	41	50	29
23245	222	259	21	20	14	278	225	16
100128505	23	14	2	1	7	7	16	6
22954	241	161	81	69	61	160	262	66
100124538	0	2	1	0	0	1	2	0
7099	723	460	829	873	844	457	675	893
442434	0	0	0	0	0	0	0	0
1620	543	450	4	6	3	505	542	0
406939	0	0	0	0	0	1	1	0
55755	483	257	539	537	595	293	437	624
1955	2081	1109	1422	1540	1720	1120	2070	1639
26190	887	477	1052	1041	980	505	916	999
100288842	7	10	5	4	8	17	14	3
5711	344	189	412	464	471	181	340	476
253039	126	66	197	169	198	70	116	191
26147	54	80	32	53	21	79	50	18
7185	35	34	39	43	25	39	43	24
727	139	50	11787	12268	15539	71	123	14997
11064	235	143	219	236	336	134	263	329
51552	1658	981	1623	1796	1875	933	1513	1737
2934	430	980	353	368	86	960	446	72
100128064	17	11	6	8	6	18	39	6
2040	935	509	3378	3493	3555	514	879	3519
2681	226	167	66	71	74	113	212	65
153090	90	338	257	252	28	303	109	30
158135	246	152	32	27	30	124	215	28
401550	8	7	2	3	1	7	15	3
4702	422	401	232	217	119	399	424	115
254956	28	13	0	0	0	13	19	0
26468	198	160	6	10	5	158	197	3
92400	352	210	157	178	188	207	378	191
92399	115	43	130	144	173	55	97	145
5742	134	125	88	88	75	108	121	84
347168	0	1	0	0	0	0	0	0
26740	0	0	0	0	1	0	0	0
26219	0	0	0	0	0	0	0	0
138883	0	1	0	0	0	1	0	0
138882	1	0	0	0	0	0	0	2
138881	0	0	0	0	1	0	0	1
158131	2	0	0	0	0	2	2	0
347169	2	1	0	0	0	2	0	0
26737	0	0	0	0	0	0	0	0
26735	0	0	0	0	0	0	0	0
254973	2	1	0	1	1	1	1	1
392390	0	1	0	0	0	0	0	0
392391	0	1	0	1	0	2	0	0
392392	1	0	0	0	0	0	0	0
5082	326	186	129	103	133	185	318	122
54542	813	380	445	437	442	390	752	476
692206	1	1	1	0	1	0	0	1
10773	368	196	131	143	149	178	314	149
57684	67	56	28	29	51	29	62	47
23637	1875	801	409	438	493	815	1703	467
2844	39	16	6	6	9	18	43	10
81571	350	341	53	49	38	309	382	28
693185	0	0	0	0	0	0	0	0
55342	1417	707	236	241	325	660	1354	326
286204	47	137	1	4	2	176	36	1
57706	456	324	282	278	162	315	441	177
693186	0	0	2	1	0	0	0	1
100505588	17	26	2	0	1	20	21	0
9355	176	156	21	25	10	186	171	11
10783	184	144	845	802	477	177	158	478
5695	593	352	396	435	342	338	556	399
100129034	273	166	773	761	614	170	228	556
347088	0	0	0	0	0	0	0	0
2516	0	0	0	0	0	0	0	0
2649	20	9	16	12	16	15	18	16
406954	2	0	1	2	3	3	1	1
406956	0	1	1	0	2	2	3	3
100505607	0	1	0	0	1	0	1	0
169611	28	34	45	41	25	29	29	21
401551	0	0	3	4	0	2	0	0
11224	27	282	721	732	30	306	23	32
81873	298	294	116	119	88	239	305	78
2800	252	129	279	263	295	140	230	301
286205	1937	1008	278	257	385	987	1847	343
5537	1356	621	448	417	499	630	1282	502
10244	185	122	141	128	106	145	164	102
3309	1060	750	4846	4755	4014	743	969	3859
26130	1031	532	736	698	839	527	1066	783
79109	511	285	418	436	336	310	465	343
51145	0	0	2	1	1	0	2	1
5090	54	46	203	205	191	39	68	232
89853	405	336	157	159	77	359	388	74
4010	0	0	0	0	0	0	1	0
100505986	0	0	0	0	0	0	0	0
23099	505	287	214	244	244	282	448	225
403341	246	138	138	141	140	133	238	108
9649	476	294	54	42	35	278	474	25
23452	67	113	164	179	60	91	84	62
84253	589	285	87	83	99	288	546	98
29988	20	63	115	132	26	64	21	20
7633	50	44	44	55	44	35	60	41
6136	98	217	285	306	143	205	90	139
26783	3	15	35	37	1	22	4	10
90678	91	132	126	147	44	125	109	34
64855	20	103	284	271	23	87	15	21
100506005	2	1	5	7	7	2	1	2
6812	2434	2579	77	86	31	2621	2434	35
286207	4	8	1	6	1	7	4	4
138428	1	45	29	24	0	30	1	0
158248	0	0	2	1	0	1	0	0
27433	10	18	37	35	7	26	3	4
10044	14	53	64	78	12	42	8	8
100422910	0	0	0	0	0	0	0	0
1025	239	242	308	338	163	225	223	141
2356	8	93	290	235	33	80	23	35
2022	17	72	849	884	93	77	17	93
100506040	13	17	44	39	25	15	8	31
203	71	272	111	103	8	256	68	21
30815	448	627	273	294	88	595	409	75
27090	7	51	17	26	2	63	4	2
138429	6	14	1	1	0	8	1	1
8818	33	111	63	81	20	110	34	9
399665	165	401	381	398	111	386	169	103
203245	16	25	39	38	12	32	23	14
114789	220	282	296	301	131	276	219	102
100289019	12	19	39	48	28	13	15	30
80142	31	215	123	137	11	183	28	8
389791	3	4	1	2	0	1	2	0
3934	0	0	7	3	4	0	0	3
79095	15	350	48	50	1	349	7	2
25792	130	233	184	146	60	216	135	56
1759	1767	2430	31	35	11	2393	1765	10
406978	0	1	0	0	0	0	0	0
100422893	0	0	0	0	0	0	0	0
2801	450	356	567	605	294	348	481	310
375757	33	61	83	92	44	51	32	35
26995	200	179	251	280	127	230	195	119
51117	33	104	177	168	32	94	19	27
10999	62	207	133	151	16	204	64	21
81605	142	220	189	206	75	208	149	62
407003	0	18	0	1	0	21	0	0
100506065	123	393	1	0	0	405	122	0
51148	151	490	19	12	0	478	138	0
4957	147	104	126	109	113	110	148	91
2733	239	139	281	304	272	144	237	279
6709	6717	5839	2138	2204	1246	5717	6465	1166
89891	4	39	104	124	8	28	2	8
100506080	2	3	8	8	9	1	1	5
6418	2126	1238	1020	1062	1078	1182	2037	1063
29941	0	4	15	11	0	5	2	0
84885	0	10	73	92	0	7	2	3
100506100	10	8	9	12	11	4	10	8
10444	219	471	223	234	65	454	228	55
54662	130	182	212	214	66	199	132	68
2021	8	50	58	82	6	58	13	10
51490	24	72	105	88	21	92	26	19
883	44	96	55	78	19	71	48	21
56262	229	461	559	481	139	449	223	146
254295	39	72	219	212	125	55	34	107
22845	68	68	87	80	29	44	70	34
23511	236	187	236	246	200	166	203	182
56904	102	398	100	98	10	419	86	5
84895	40	139	113	107	23	127	47	17
57171	53	71	217	224	96	79	51	77
1384	65	144	1058	1090	213	185	59	177
5524	576	889	628	620	174	814	586	168
389792	38	82	28	22	5	61	28	3
414318	0	4	0	1	0	2	2	1
100506119	12	25	1	1	1	15	11	2
100506190	86	57	284	304	181	90	70	152
100128077	0	1	7	7	9	0	3	3
375759	1	1	0	2	0	3	0	1
28989	16	46	45	63	11	38	23	7
140459	75	151	74	79	27	106	82	19
51450	0	0	0	0	0	0	0	0
100506231	0	0	0	0	0	0	0	0
9536	29	27	7	5	0	24	33	1
27348	151	90	216	233	211	79	136	210
1861	246	158	274	245	218	154	237	195
51759	674	395	428	467	426	387	646	342
10868	48	140	112	108	27	159	40	25
23048	703	535	506	486	381	531	706	367
57720	854	550	512	568	457	522	843	454
401554	1	1	1	1	0	1	0	1
23413	2149	2858	39	50	12	2850	2040	13
100289200	0	1	4	4	1	3	0	0
256158	0	3	38	39	5	2	2	3
445	54	90	4157	4144	1221	86	53	1228
100272217	16	8	47	43	34	11	13	59
8939	524	407	712	701	630	416	541	600
59335	4	7	1	0	0	4	0	1
23404	243	172	190	183	182	169	233	171
25	185	249	303	309	137	222	200	149
347148	0	0	0	0	0	0	0	0
84929	0	9	0	0	0	17	0	0
10319	2	39	82	95	5	37	3	6
83543	1242	653	14	20	17	636	1166	14
8021	348	246	597	561	492	219	333	448
100506425	23	15	18	19	24	16	31	19
286336	39	62	59	52	11	62	53	16
84814	33	91	6	2	0	105	34	1
84726	1409	2002	1395	1390	469	1917	1389	479
26786	0	0	5	2	1	1	2	3
692093	3	1	4	1	0	1	4	0
10585	143	173	194	210	67	164	131	68
83549	82	105	291	303	107	106	90	103
2889	250	367	499	491	172	344	242	170
9442	39	38	19	27	15	37	31	11
84628	60	145	3	1	0	161	51	0
23064	2199	1059	2023	2061	2504	1075	2166	2309
7270	255	106	62	77	75	109	220	100
389799	0	0	1	0	0	1	0	0
56751	0	0	1	1	0	0	0	0
64794	59	38	97	84	82	40	68	61
9329	292	144	172	203	186	116	239	179
158067	9	7	6	6	2	19	18	0
11092	29	49	14	8	9	33	37	7
7248	1159	667	311	348	338	653	1177	338
8328	0	0	1	1	0	0	0	0
9328	62	159	174	178	40	138	68	35
1056	2	1	2	4	2	5	2	0
1057	0	0	1	0	0	0	0	0
5900	205	337	98	77	13	333	208	26
26301	3	27	14	18	7	18	11	0
29989	0	0	0	0	0	0	0	0
28	1	1	2	3	1	0	1	0
6838	146	189	154	137	40	181	138	55
6837	28	100	93	90	24	89	27	23
6130	261	538	771	805	314	546	240	248
26820	4	0	1	1	2	2	3	1
26814	0	1	1	1	1	0	1	0
26815	13	4	4	3	6	10	5	5
26813	4	14	2	9	1	12	3	1
6834	73	71	336	333	228	57	68	193
6835	55	50	41	36	31	57	46	13
6836	520	422	2125	2143	1264	370	510	1250
169436	4	22	14	17	8	16	10	6
57109	78	100	111	146	45	101	48	37
11093	13	36	510	452	82	31	15	81
11094	11	44	241	201	21	38	12	19
11182	16	100	54	56	3	93	22	7
389827	0	1	1	0	0	0	0	0
9719	8	109	319	366	23	102	10	22
642968	3	78	2	3	0	79	5	0
1621	1	6	431	386	45	3	3	37
100506440	2	3	131	138	56	5	3	60
1757	5	23	2003	2038	229	23	6	295
7410	82	134	669	617	234	120	78	241
100128155	0	3	5	10	0	1	1	2
266655	259	224	38	37	25	224	245	34
8019	122	184	205	218	85	174	138	91
100130548	3	3	6	13	2	1	1	0
11091	110	104	222	191	100	96	127	126
100151684	253	610	174	177	52	561	243	45
6256	112	218	2527	2477	579	234	112	523
100506532	0	0	0	0	0	1	0	0
1289	7	20	263	286	57	31	11	85
100506554	0	0	0	0	0	0	0	0
2220	1	1	983	961	370	2	2	391
2219	0	0	66	80	16	0	0	21
10439	4372	2690	32	40	26	2659	4303	32
157927	0	0	0	0	0	0	0	0
100506599	29	17	22	21	22	22	21	26
9858	61	152	173	155	30	173	70	44
138162	20	31	18	13	5	27	17	9
51116	21	86	248	211	37	95	20	42
3933	2	3	0	0	0	2	0	0
29991	0	0	0	0	0	0	0	0
5047	0	0	0	0	0	0	0	0
100130954	0	0	0	0	0	0	0	0
360203	2	0	0	0	0	0	1	0
392399	0	0	0	0	0	0	0	0
402381	2	22	0	0	0	21	7	0
57582	54	202	0	1	0	164	64	0
157922	689	565	219	206	93	545	653	95
100506620	65	58	24	26	11	50	53	17
10422	105	135	136	132	53	147	114	46
138151	19	94	76	51	6	79	17	6
402382	0	0	0	1	0	1	0	0
90120	36	123	155	156	13	122	32	22
100129999	0	1	7	7	1	2	1	1
8022	0	0	0	0	0	0	0	0
169714	104	82	85	83	52	99	126	63
100188917	1	0	0	0	0	0	0	0
26102	1	2	0	0	0	2	0	0
26086	13	143	27	22	2	126	14	1
728489	1	18	15	18	0	16	2	0
64170	2	12	21	10	1	5	0	0
6621	32	76	74	76	15	74	27	14
10807	35	28	129	148	58	36	40	72
23203	98	112	344	335	109	116	85	121
56623	50	73	49	50	17	71	43	18
9919	277	405	1421	1420	567	357	287	529
158055	0	7	12	16	0	7	0	0
4851	53	310	572	573	58	301	37	55
401561	0	0	0	0	0	0	0	0
100505976	0	3	4	8	1	0	1	1
51162	11	196	129	152	6	178	5	1
406913	0	3	3	3	0	2	0	0
10555	3	34	475	454	14	32	0	17
138311	64	95	52	70	9	94	53	15
84973	52	60	90	66	32	49	44	24
677824	0	0	0	0	0	0	0	0
677804	0	0	0	0	0	0	0	0
414332	1	0	2	1	0	1	0	0
158062	0	1	0	0	0	1	0	0
100128593	1	0	1	1	0	0	1	0
138307	0	2	0	0	0	0	0	0
389812	0	3	1	3	0	5	2	0
85014	62	187	329	291	54	179	59	43
84960	18	38	13	16	6	32	7	5
100131193	2	13	11	8	1	10	5	0
55684	175	365	122	140	26	341	152	30
100422860	0	1	1	1	0	2	0	1
389813	2	36	2	1	0	44	2	0
29085	21	293	144	143	10	312	25	6
158056	1	25	137	120	3	23	5	1
8721	120	835	986	1092	94	740	110	101
7186	5	21	46	43	2	35	5	3
54461	7	177	475	513	8	214	13	17
733	0	2	542	528	17	4	0	25
286256	1	9	16	21	1	10	1	1
5730	232	3012	147	141	8	2846	252	12
401562	1	22	4	3	0	35	2	1
286257	4	77	41	55	2	74	3	5
9022	0	1	2	3	0	2	0	0
20	213	2045	324	397	18	2070	176	23
401563	2	7	3	4	2	8	2	1
2529	0	2	4	3	1	2	0	0
56654	43	211	81	60	2	235	34	5
954	0	23	4	0	0	28	2	0
89958	23	48	12	10	7	43	22	2
91373	21	56	42	33	2	46	29	14
100289341	16	16	2	5	1	18	12	5
11253	92	214	248	241	71	178	98	66
29952	13	210	291	294	6	210	6	8
2902	216	1063	1	6	2	1074	204	0
389816	0	5	0	1	0	0	0	0
100505993	0	0	0	0	0	0	0	0
29882	4	96	185	179	4	76	7	14
8636	3	104	100	104	3	103	4	3
286262	16	136	44	59	8	136	13	8
94107	155	112	199	167	138	109	177	146
27158	9	52	72	56	6	56	10	1
727800	2	37	14	7	0	45	1	1
100130547	4	2	1	2	1	5	1	0
375791	0	0	0	0	0	0	0	0
643596	0	3	0	0	0	2	0	0
142680	0	9	2	1	0	9	0	0
10383	197	658	445	465	70	649	210	66
401565	0	0	1	0	0	1	2	0
100129722	0	0	12	5	2	0	1	3
441476	0	1	8	6	0	0	1	0
25920	31	157	158	166	16	138	29	13
54863	1	10	57	74	8	8	4	10
441478	39	51	19	22	15	31	34	13
54932	2	49	20	31	2	47	1	0
10811	2	39	55	53	3	39	1	1
377841	0	2	68	77	2	0	0	4
26012	381	674	106	115	22	650	320	35
375775	12	74	158	149	23	64	22	22
64975	27	233	244	258	28	280	20	24
92715	49	62	65	53	14	59	35	25
116225	31	69	57	57	7	74	35	18
92714	3	46	127	109	6	54	6	6
85026	28	69	53	54	16	47	26	27
79813	125	173	439	483	177	133	119	135
643210	3	0	9	11	4	1	5	5
100506062	0	5	3	7	1	1	2	1
693187	0	0	0	0	0	0	0	0
100133077	3	9	0	0	0	9	2	0
774	362	406	0	0	0	446	322	0
643224	10	6	3	0	2	7	16	1
100132403	0	3	1	0	0	2	0	0
653348	0	0	0	0	0	0	0	0
100507453	0	0	0	0	0	0	0	0
643750	0	0	0	0	0	0	0	0
4549	2648575	1561897	886820	906146	1262404	1524888	2577334	1232541
4550	12636665	7300936	3638574	3723753	5361023	7122450	12274869	5218015
4535	29391	20140	10350	10394	13440	19576	28483	13213
4536	20459	14294	12163	12698	15249	13980	19902	15071
4512	214910	103448	108537	111115	166165	100732	209939	161945
4513	44235	28089	31199	31606	38861	27198	42981	37539
4509	3483	1674	1259	1368	2427	1608	3454	2337
4508	32925	16420	24244	24727	43982	15869	32363	42567
4514	159362	72625	64678	66040	110702	71146	154361	107354
4537	29917	18855	14405	14670	19653	18201	29220	19086
4539	11803	6691	9376	9733	15163	6387	11588	14727
4538	42623	22458	36487	37381	54143	21966	41690	52045
4540	22173	12294	15790	16342	22528	12247	21737	21901
4541	7193	4976	3533	3642	4855	4735	6835	4739
4519	26218	15347	24273	24905	31328	15044	25740	30496
389834	0	0	0	0	0	0	0	0
100233156	0	0	0	0	0	0	0	0
26080	0	0	0	0	0	0	0	0
100271840	0	0	0	0	0	0	0	0
644316	0	0	0	0	0	0	0	0
100506611	0	0	0	0	0	0	0	0
100288902	0	0	0	0	0	0	0	0
100288966	0	0	0	0	0	0	0	0
100289026	0	0	0	0	0	0	0	0
100289296	0	0	0	0	0	0	0	0
100506812	0	0	0	0	0	0	0	0
100289085	0	0	0	0	0	0	0	0
100507327	0	0	0	0	0	0	0	0
283788	0	0	0	0	0	0	0	0
100507395	0	0	0	0	0	0	0	0
100507412	0	0	0	0	0	0	0	0
100008588	0	0	0	0	0	0	0	0
100008587	0	0	0	0	0	0	0	0
100008589	0	0	0	0	0	0	0	0
100287163	0	0	0	0	0	0	0	0
100507485	0	0	0	0	0	0	0	0
285299	0	0	0	0	0	0	0	0
100505654	0	0	0	0	0	0	0	0
100287429	0	0	0	0	0	0	0	0
100287515	0	0	0	0	0	0	0	0
90462	0	0	0	0	0	0	0	0
100505874	0	0	0	0	0	0	0	0
100288119	0	0	0	0	0	0	0	0
100506283	0	0	0	0	0	0	0	0
100288711	0	0	0	0	0	0	0	0
100288255	0	0	0	0	0	0	0	0
100289097	0	0	0	0	0	0	0	0
100506976	0	0	0	0	0	0	0	0
100289134	0	0	0	0	0	0	0	0
100507051	0	0	0	0	0	0	0	0
55344	115	192	159	158	69	194	126	66
100505714	15	96	128	127	1	94	14	6
283981	8	8	2	5	5	6	5	1
28227	8	16	22	23	2	26	5	0
6473	0	1	0	0	0	0	0	0
64109	1	1	1	0	0	1	3	1
1438	113	131	53	39	35	108	111	20
3563	71	78	53	45	21	93	75	20
293	194	688	500	497	71	731	199	55
80161	12	33	48	39	10	33	3	10
8623	70	110	258	243	61	115	52	68
286530	1	0	31	20	15	0	0	6
8227	84	114	195	200	71	101	77	80
438	0	1	0	0	1	0	0	0
207063	62	37	204	212	130	36	55	141
9189	128	151	633	622	257	152	124	226
401577	16	12	21	30	31	7	15	35
4267	212	227	924	1004	505	271	186	510
7499	0	0	11	6	8	1	0	12
8908	59	53	207	226	170	52	57	177
414	157	109	1067	1108	808	129	148	800
100506356	0	0	0	0	0	0	0	0
415	9	14	743	749	402	9	11	356
347527	0	0	0	0	0	0	0	0
416	41	24	5	11	3	15	30	2
25878	30	18	461	471	417	29	35	464
5613	119	88	65	79	59	97	114	69
100128355	0	0	0	0	0	0	0	0
389906	64	28	60	42	48	39	39	47
100506399	1	0	8	4	1	0	3	3
441528	4	2	0	1	1	0	0	0
100506426	2	1	0	0	0	0	1	0
100506453	0	0	1	0	0	0	0	0
729162	1	0	0	0	0	1	1	3
100506468	0	0	0	0	0	0	0	0
57502	632	365	56	65	49	349	621	55
51481	0	0	0	0	0	0	0	0
8226	59	52	100	82	71	40	68	73
412	608	344	241	224	247	317	631	212
26609	1	0	0	0	0	0	0	0
8228	139	81	184	158	167	61	124	126
100506502	1	4	10	4	11	2	1	7
723779	3	0	1	0	0	0	3	1
51480	0	0	0	0	0	0	0	1
425054	0	0	0	1	2	0	0	0
3730	539	258	35	22	33	297	530	27
171482	0	0	1	0	0	0	0	0
171483	0	0	8	10	9	0	0	11
6907	159	124	759	728	513	133	126	540
4935	26	19	17	12	9	24	21	15
357	204	177	213	213	146	174	227	120
100288814	0	0	3	3	1	0	0	3
55841	213	174	187	187	123	151	203	96
1183	2159	1338	164	148	123	1238	2161	140
4281	179	102	96	139	131	105	166	127
3052	232	170	161	147	151	168	260	148
395	50	34	25	29	26	39	55	22
265	1	1	4	5	0	2	2	2
10943	279	152	148	122	107	136	236	128
9758	1142	621	3	1	2	593	1165	1
5634	328	180	229	237	223	195	307	223
51284	187	123	23	23	45	101	169	33
349408	0	0	0	0	0	0	1	0
51311	18	7	64	53	53	9	14	70
7114	1	11	2	8	0	9	3	2
100506583	0	0	1	0	0	0	0	0
171484	0	0	0	0	0	0	1	0
92552	1	0	0	0	0	1	0	0
100506610	6	0	0	0	0	1	2	0
25975	16	3	0	0	0	6	6	0
170082	40	14	43	34	46	29	26	49
9367	198	99	95	126	118	104	183	127
6399	214	149	108	102	102	159	201	121
8481	154	99	125	130	182	103	158	162
2824	13984	7595	51	46	53	7532	13728	51
54960	105	56	80	68	61	108	92	56
2742	151	65	1	0	0	50	145	0
2187	137	50	8	3	8	39	114	12
158747	436	222	153	160	184	206	403	189
140462	2	0	177	151	150	2	3	119
140456	1	0	0	1	0	0	0	1
5277	172	82	80	83	106	82	157	110
2277	11	6	1	4	5	1	9	6
8544	122	60	87	78	108	74	108	88
660	4	0	12	5	7	1	4	14
59272	6	2	40	34	62	4	3	47
100506630	1	0	0	0	0	0	0	0
57393	21	9	237	223	278	3	19	300
100506678	0	2	0	2	0	3	0	0
340591	28	37	28	23	16	44	36	22
100506661	53	16	35	27	45	27	34	28
11238	200	152	34	42	45	136	227	35
8551	0	0	0	0	0	0	0	0
8233	32	23	17	30	29	24	24	28
8905	626	371	152	160	132	348	615	137
2925	35	11	5	4	4	13	25	2
645864	1	0	0	0	0	0	1	0
56474	191	91	196	220	233	89	182	252
795	0	0	1	1	4	1	1	5
94056	477	282	1068	1138	1050	304	465	1084
55787	286	151	160	183	242	137	245	215
5931	752	437	449	466	523	434	772	457
9185	2833	1364	759	766	818	1393	2841	815
4810	273	159	19	14	16	147	277	20
6322	112	63	362	366	465	59	122	431
10742	58	38	23	26	29	32	53	27
139105	0	0	0	0	0	0	0	0
10389	34	21	22	30	23	26	33	36
6792	1333	562	89	74	106	581	1325	94
6247	81	45	0	0	3	38	77	0
5475	192	73	1	0	2	81	190	4
100132163	6	2	9	11	3	2	4	10
5256	125	91	522	545	520	80	137	493
10149	13	8	53	37	66	7	21	75
5160	702	392	566	547	485	454	708	451
389840	4	9	3	0	4	5	3	3
30011	686	398	246	272	233	384	655	234
256643	407	175	117	145	167	197	355	175
729609	4	4	3	5	4	3	3	10
256714	1046	548	3	3	6	533	1061	2
1964	1534	826	555	540	658	777	1463	596
100158262	27	19	31	17	16	29	36	17
6197	846	425	1543	1550	1918	413	784	1895
22866	2403	1230	77	71	97	1143	2338	98
257240	11	10	2	0	1	10	3	1
23676	32	11	1	1	0	17	26	1
51360	324	200	354	444	444	181	330	418
404281	6	19	34	46	20	12	14	31
6611	474	345	135	155	134	325	443	110
5251	12	9	2	4	4	6	12	5
100302266	0	0	0	0	0	0	0	0
158506	1	1	0	0	0	0	0	0
168400	2	2	0	0	0	1	3	0
139411	188	102	3	2	2	79	175	1
10549	127	87	1056	1078	877	79	123	872
23597	142	86	154	144	136	81	137	147
6303	700	437	2613	2727	2791	467	750	2686
79135	195	142	49	42	45	131	207	27
254158	3	1	0	1	1	1	4	2
80311	326	172	374	349	397	182	311	415
1968	952	638	979	1024	1016	621	923	1025
7543	715	386	702	672	807	318	686	837
170067	0	0	0	0	0	0	1	0
100130302	1	1	0	0	1	2	1	0
5165	2582	1199	693	747	808	1172	2433	764
9468	508	271	0	1	0	242	441	2
5422	252	133	135	154	186	156	301	213
677773	26	48	29	29	5	55	31	6
170302	58	90	1	0	0	69	52	0
286514	0	0	0	0	0	0	0	0
158809	0	0	0	0	0	0	0	0
347541	0	0	0	0	0	0	0	0
139538	0	0	0	0	0	0	0	0
139420	8	1	5	5	26	1	8	15
347442	15	4	14	8	17	3	9	16
139422	0	0	0	0	0	0	0	0
139425	11	2	3	12	17	3	11	16
11141	434	217	3	3	3	201	404	1
4113	0	0	0	0	0	0	0	0
4114	0	0	0	0	0	0	0	0
4115	0	0	0	0	0	0	0	0
4112	0	0	0	0	0	0	0	0
190	3	5	0	0	0	2	3	0
80231	22	7	26	21	29	9	22	29
2710	59	47	220	206	270	40	82	264
257397	521	230	610	699	732	212	469	738
53940	0	0	0	0	0	0	0	0
1756	2056	921	1597	1667	2082	919	1946	1959
100302239	0	0	0	0	0	0	1	0
158724	2	2	0	0	0	3	2	0
83604	1010	628	514	478	588	564	967	535
170062	0	0	0	0	0	0	0	0
139604	0	0	1	0	0	0	0	0
170063	15	13	1	1	5	12	19	2
286464	14	5	0	0	0	3	8	0
645090	9	1	1	1	2	5	8	0
442444	0	1	0	0	0	0	0	0
5638	861	480	159	193	175	412	859	204
347404	46	25	1	0	0	27	32	0
7504	284	137	9	8	8	132	276	12
1536	631	425	1322	1455	1314	434	615	1313
6990	920	481	351	290	383	468	862	365
25763	0	0	0	0	0	0	0	0
94122	180	95	65	73	99	59	148	97
8406	42	48	129	99	91	48	35	88
6103	135	87	64	66	78	69	122	89
5009	5	2	2110	2131	2935	2	7	2760
7102	5413	3159	381	397	273	3131	5428	266
58526	190	475	133	152	40	484	198	34
100506641	1	0	0	0	0	0	3	0
54880	171	116	252	219	153	126	182	167
10159	2036	1203	617	606	612	1202	1962	637
100506744	0	0	0	0	0	0	0	0
159013	93	81	153	156	130	63	96	124
9282	483	233	547	534	702	243	470	660
100132831	3	1	6	3	3	2	1	2
8239	3715	1927	4195	4200	4898	1888	3541	4664
1654	3022	1802	2469	2446	2584	1738	2948	2464
60506	0	2	0	0	0	0	2	0
8573	903	428	295	344	385	444	839	369
2857	385	259	62	61	69	228	370	73
27197	17	15	31	33	36	13	16	32
80316	0	0	0	0	0	0	0	0
4128	557	214	3012	3042	3472	229	456	3352
4129	644	311	3240	3193	3151	319	627	2994
4693	201	121	0	0	1	103	207	0
80258	60	25	1	0	3	26	55	2
139341	375	182	53	60	42	182	366	55
63904	0	0	0	0	0	0	0	0
7403	393	183	373	352	432	173	325	415
79742	45	34	3	5	3	44	47	4
